timestamp,status,facility_pool_pct,k,L,U,cost_S_L,cost_S_U,final_cost_S_I,theoretical_bound,cost_as_pct_of_bound,min_cluster_size,max_cluster_size,lower_bound_violated,num_lb_violations,upper_bound_violation_factor,all_clients_assigned
2025-08-29T03:54:48.511810,SUCCESS,0.25,10,4974,10944,205080.40233987098,239180.32465323352,246234.00139891906,2084423.0772523768,11.81305292990218,5382,10944,0,0,1.0,1
2025-08-29T03:54:51.807034,SUCCESS,0.25,10,4974,12436,241246.6098100813,218794.14438379928,237835.11598822265,2014052.2303067576,11.80878590978737,4974,15712,0,0,1.2634287552267611,1
2025-08-29T03:54:54.043919,SUCCESS,0.25,10,4974,14923,204338.1307130315,246954.14296821397,253188.79755682588,2137355.262203561,11.845892072045825,4974,14923,0,0,1.0,1
2025-08-29T03:54:57.292203,SUCCESS,0.25,10,7461,10944,215598.46798224223,223253.64402290704,228129.04069942815,1993972.4441248337,11.440932464819259,7842,17303,0,0,1.5810489766081872,1
2025-08-29T03:55:00.952300,SUCCESS,0.25,10,7461,12436,223937.34477599902,244339.40872841666,264717.76947498234,2158250.5506509147,12.265386398031737,7461,12164,0,0,0.9781280154390479,1
2025-08-29T03:55:04.494797,SUCCESS,0.25,10,7461,14923,226686.16812948714,219377.25905079098,231487.95873705426,1989013.149614511,11.63833224440566,7461,19310,0,0,1.2939757421430007,1
2025-08-29T03:55:08.133051,SUCCESS,0.25,10,8954,10944,212465.64018791867,218452.57817610187,236122.56550501077,1954099.3276085504,12.08344745678718,8954,19005,0,0,1.7365679824561404,1
2025-08-29T03:55:15.153174,SUCCESS,0.25,10,8954,12436,342046.29381330387,243156.39815500012,267766.2501653389,2386187.3747116085,11.221509802753893,8954,20464,0,0,1.6455451913798649,1
2025-08-29T03:55:19.250411,SUCCESS,0.25,10,8954,14923,389607.9428017566,207506.6399999967,234449.84557105904,2231762.3656034903,10.50514379059625,8954,14494,0,0,0.9712524291362327,1
2025-08-29T03:55:21.885091,SUCCESS,0.05,25,1989,4377,173041.56392547663,194451.65138293873,209902.45346051018,1707244.6875315243,12.294807826522192,1989,5893,0,0,1.3463559515649988,1
2025-08-29T03:55:24.597934,SUCCESS,0.05,25,1989,4974,292567.68089094537,193664.11392043275,326716.94240393507,1940784.15922492,16.834274994001095,1989,4974,0,0,1.0,1
2025-08-29T03:55:27.253762,SUCCESS,0.05,25,1989,5969,180700.84903391704,170181.75589605953,191899.0159609791,1552673.9893402508,12.359260042896656,1989,6909,0,0,1.1574803149606299,1
2025-08-29T03:55:30.657941,SUCCESS,0.05,25,2984,4377,365915.41939839115,203783.71005234699,220646.34935628588,2158316.809163211,10.223075149094143,2984,5062,0,0,1.1564998857665068,1
2025-08-29T03:55:34.023323,SUCCESS,0.05,25,2984,4974,194760.599705529,201377.53826474643,221188.9007898781,1799163.967264283,12.29398236149686,2984,7209,0,0,1.4493365500603137,1
2025-08-29T03:55:37.993202,SUCCESS,0.05,25,2984,5969,212379.76673178046,198398.75525726448,224235.70027941713,1813550.8202644123,12.364456389853137,2984,6298,0,0,1.0551181102362204,1
2025-08-29T03:55:42.127520,SUCCESS,0.05,25,3581,4377,187827.77015762805,190157.0445179794,209832.35279794133,1706754.851941112,12.294229165910767,3581,6920,0,0,1.5809915467214988,1
2025-08-29T03:55:46.613022,SUCCESS,0.05,25,3581,4974,243148.88596406963,189129.88537791374,213119.384748145,1810206.9695735355,11.773205403045903,3581,6127,0,0,1.231805388017692,1
2025-08-29T03:55:51.352439,SUCCESS,0.05,25,3581,5969,437444.01587032445,198358.81912439901,233591.32527863726,2263399.765611442,10.320374192295375,3581,9172,0,0,1.5366057966158486,1
2025-08-29T03:55:54.625445,SUCCESS,0.1,25,1989,4377,184586.8647633991,199451.83979718384,217402.6057537541,1765336.608107085,12.315079444643029,2119,6102,0,0,1.3941055517477725,1
2025-08-29T03:55:57.384674,SUCCESS,0.1,25,1989,4974,175100.60852593931,188505.2831356616,207471.53462332647,1669738.1990015097,12.425393079429627,1989,5634,0,0,1.1326899879372738,1
2025-08-29T03:55:59.902631,SUCCESS,0.1,25,1989,5969,174739.90927085694,175763.02279373578,194383.65055726568,1579820.9780978644,12.304156816002495,1989,5969,0,0,1.0,1
2025-08-29T03:56:03.214698,SUCCESS,0.1,25,2984,4377,184435.18350073267,201158.90965208958,217402.5139383733,1776982.7345660923,12.234362760505894,3842,4631,0,0,1.0580306145761937,1
2025-08-29T03:56:06.651342,SUCCESS,0.1,25,2984,4974,184366.77502761155,187955.48977485954,220441.06584276477,1684421.9784792399,13.087045209525664,2984,6780,0,0,1.3630880579010856,1
2025-08-29T03:56:10.359137,SUCCESS,0.1,25,2984,5969,184395.26694896925,194394.79506434547,215828.87085670835,1729554.0993483567,12.478873655240163,2984,7672,0,0,1.285307421678673,1
2025-08-29T03:56:14.360438,SUCCESS,0.1,25,3581,4377,281686.81102778245,191016.720464041,209444.6260753496,1900490.665303852,11.020555370202958,3581,7678,0,0,1.7541695225039982,1
2025-08-29T03:56:18.179979,SUCCESS,0.1,25,3581,4974,202361.59551360708,188703.8855828233,212033.13631174472,1725650.3901069774,12.287143301291767,3581,5488,0,0,1.1033373542420588,1
2025-08-29T03:56:22.189473,SUCCESS,0.1,25,3581,5969,196821.5726375039,187586.24227084612,212308.89131874405,1706746.8411709308,12.439389732403864,3581,8151,0,0,1.365555369408611,1
2025-08-29T03:56:25.010321,SUCCESS,0.2,25,1989,4377,179797.28964974507,209530.5891656321,219579.9739562788,1826308.7034589148,12.023157615161557,2138,4997,0,0,1.1416495316426776,1
2025-08-29T03:56:27.801117,SUCCESS,0.2,25,1989,4974,176327.14488205445,190926.52074017853,212595.60663620319,1689139.9349453587,12.586026902684077,2196,5036,0,0,1.012464817048653,1
2025-08-29T03:56:30.488876,SUCCESS,0.2,25,1989,5969,182598.13029441505,172628.84068172416,194675.54233294394,1573598.1453608992,12.371363229352038,1989,5969,0,0,1.0,1
2025-08-29T03:56:33.680049,SUCCESS,0.2,25,2984,4377,180297.91860707977,231555.73486769365,238431.92051046714,1981485.9812880151,12.03298548473608,2984,7036,0,0,1.6074937171578707,1
2025-08-29T03:56:37.183446,SUCCESS,0.2,25,2984,4974,184548.6028400286,196898.20080679478,217687.7361869888,1747384.6113276207,12.457917665967935,2984,6285,0,0,1.2635705669481303,1
2025-08-29T03:56:40.995191,SUCCESS,0.2,25,2984,5969,195382.22813924847,180552.20358335396,197972.68119072673,1654629.8813619746,11.964771301468916,2984,5962,0,0,0.9988272742502932,1
2025-08-29T03:56:44.891801,SUCCESS,0.2,25,3581,4377,278460.9223327915,204719.20894091282,223742.00316160847,1989956.3072519728,11.243563607212295,3581,7565,0,0,1.7283527530271876,1
2025-08-29T03:56:48.891030,SUCCESS,0.2,25,3581,4974,203103.0505908535,191826.14425208874,208177.48430339704,1748989.110946328,11.902731869540238,3581,7619,0,0,1.5317651789304383,1
2025-08-29T03:56:52.959136,SUCCESS,0.2,25,3581,5969,198380.00431487916,190532.5097687849,203012.30965026133,1730487.5770112525,11.731509220128961,3581,9363,0,0,1.568604456357849,1
2025-08-29T03:56:55.957191,SUCCESS,0.25,25,1989,4377,178562.06177299592,192353.1918995778,209378.21104739723,1703596.4668430365,12.290364245436571,2368,4377,0,0,1.0,1
2025-08-29T03:56:59.051289,SUCCESS,0.25,25,1989,4974,175127.599855218,193614.06189494397,200301.26315254733,1705553.6329750437,11.7440612408744,1989,6459,0,0,1.2985524728588662,1
2025-08-29T03:57:02.071071,SUCCESS,0.25,25,1989,5969,174341.48841317795,174453.24046423298,196080.76631136925,1569855.6600759868,12.490369101951591,2256,7307,0,0,1.2241581504439605,1
2025-08-29T03:57:06.686144,SUCCESS,0.25,25,2984,4377,211014.86709249215,205655.9194445463,217406.5760021172,1861621.1702968085,11.678346780266518,3273,5071,0,0,1.1585560886451907,1
2025-08-29T03:57:10.030336,SUCCESS,0.25,25,2984,4974,177956.39701814242,177398.24667506618,200840.69365941483,1597700.520761748,12.570609513456155,2984,7792,0,0,1.5665460394049056,1
2025-08-29T03:57:13.472659,SUCCESS,0.25,25,2984,5969,186638.74694009827,176177.2326490801,211424.41961102324,1606518.1224237573,13.160412986318931,2984,6475,0,0,1.0847713184788073,1
2025-08-29T03:57:17.267195,SUCCESS,0.25,25,3581,4377,197941.37867648047,191837.29182081082,209796.60464294403,1738743.8000986367,12.065987216232923,3624,5584,0,0,1.2757596527301804,1
2025-08-29T03:57:21.128443,SUCCESS,0.25,25,3581,4974,197407.7194543975,182556.38401542936,204342.86875608275,1672710.1270168005,12.216274981279549,3581,8068,0,0,1.6220345798150382,1
2025-08-29T03:57:24.408903,SUCCESS,0.25,25,3581,5969,181549.8238379984,185179.18122625985,212651.42100134524,1659353.916259816,12.81531437733679,3581,8329,0,0,1.395376109901156,1
2025-08-29T03:57:29.553860,SUCCESS,0.05,50,994,2188,160343.13133005291,175639.35788206867,191754.6341378242,1550161.7678345866,12.369975709418076,994,2188,0,0,1.0,1
2025-08-29T03:57:34.767789,SUCCESS,0.05,50,994,2487,187516.5503186042,160586.70802025605,186744.3838674114,1499140.0567790007,12.45676699938522,994,3161,0,0,1.2710092480900683,1
2025-08-29T03:57:39.818647,SUCCESS,0.05,50,994,2984,154254.3413194724,158033.3423395828,179749.10266990832,1414742.0790160245,12.705432695896532,994,2984,0,0,1.0,1
2025-08-29T03:57:45.920546,SUCCESS,0.05,50,1492,2188,159904.35241770168,190211.38284218253,201964.18475963664,1651288.3847306808,12.230703408755355,1492,3087,0,0,1.4108775137111518,1
2025-08-29T03:57:51.727348,SUCCESS,0.05,50,1492,2487,165303.6495838309,167623.79543611407,189645.91994259047,1503973.8672204604,12.609655265691606,1492,2704,0,0,1.087253719340571,1
2025-08-29T03:57:57.709378,SUCCESS,0.05,50,1492,2984,166451.57742830337,158823.89977372193,177821.4786980134,1444670.4532726603,12.308791828280869,1492,3617,0,0,1.2121313672922251,1
2025-08-29T03:58:03.703187,SUCCESS,0.05,50,1790,2188,165070.8644876148,165045.10222668858,191328.35592187857,1485457.4445620498,12.880096742070386,1790,3614,0,0,1.6517367458866545,1
2025-08-29T03:58:09.521145,SUCCESS,0.05,50,1790,2487,171714.96743353156,164102.57310923908,187112.39548117292,1492147.9466317366,12.539801827529667,1790,4126,0,0,1.65902694008846,1
2025-08-29T03:58:15.454973,SUCCESS,0.05,50,1790,2984,168128.51492466388,158328.00583765918,183320.75250614167,1444553.0707129422,12.690482352141336,1790,4582,0,0,1.5355227882037534,1
2025-08-29T03:58:20.962371,SUCCESS,0.1,50,994,2188,159165.93375441086,179070.0008486965,193663.94798373067,1571821.8734496972,12.320985682601169,994,2933,0,0,1.3404936014625228,1
2025-08-29T03:58:26.430065,SUCCESS,0.1,50,994,2487,156002.41059937215,152581.4940583184,173717.64514534888,1380075.279606973,12.587548499152984,994,2487,0,0,1.0,1
2025-08-29T03:58:32.211478,SUCCESS,0.1,50,994,2984,156971.17617790704,162418.46461913982,184209.79827778344,1450871.6046897927,12.696492072926665,994,3044,0,0,1.020107238605898,1
2025-08-29T03:58:38.004608,SUCCESS,0.1,50,1492,2188,160138.83968509006,173655.6420291292,189442.14067470364,1535867.1735740844,12.334539336097457,1492,3593,0,0,1.6421389396709323,1
2025-08-29T03:58:43.550698,SUCCESS,0.1,50,1492,2487,160815.82408482832,170364.56098859943,187382.21435730188,1514183.5750898528,12.37513188228729,1492,2964,0,0,1.1917973462002414,1
2025-08-29T03:58:49.718691,SUCCESS,0.1,50,1492,2984,164387.12061479397,157517.12148323524,178333.53443993445,1431394.0916122347,12.458730651813049,1492,2983,0,0,0.9996648793565683,1
2025-08-29T03:58:55.204778,SUCCESS,0.1,50,1790,2188,171377.2268293409,158923.95226117704,179447.6028951062,1455222.119486921,12.331286096611521,1790,3933,0,0,1.7975319926873858,1
2025-08-29T03:59:01.192592,SUCCESS,0.1,50,1790,2487,183635.29643055258,160592.54793049928,182656.54059743375,1491418.4283746001,12.24716934713615,1790,4231,0,0,1.7012464817048654,1
2025-08-29T03:59:07.722238,SUCCESS,0.1,50,1790,2984,189514.58061045143,169026.83630333052,191710.2315720883,1562217.0153442165,12.271677346303079,1790,4729,0,0,1.5847855227882037,1
2025-08-29T03:59:13.043319,SUCCESS,0.2,50,994,2188,155796.0279969704,162872.09861449394,185326.3753761774,1451696.7462953986,12.766190724689153,994,3165,0,0,1.446526508226691,1
2025-08-29T03:59:18.475944,SUCCESS,0.2,50,994,2487,164081.33765385818,163183.6674121246,177151.52224930836,1470448.3471925887,12.047449513444645,994,2855,0,0,1.1479694410936871,1
2025-08-29T03:59:23.968136,SUCCESS,0.2,50,994,2984,156337.75384584742,165302.27559386226,183269.0392236117,1469791.4368487308,12.46905068494242,994,2968,0,0,0.9946380697050938,1
2025-08-29T03:59:30.431473,SUCCESS,0.2,50,1492,2188,168717.48351816318,176361.6476766367,196435.11976255977,1571966.5007727833,12.496139050418167,1492,2866,0,0,1.309872029250457,1
2025-08-29T03:59:36.046486,SUCCESS,0.2,50,1492,2487,177576.4742952092,161969.7929395537,179672.29620286403,1488941.4991672942,12.06711588758508,1492,3509,0,0,1.4109368717330117,1
